Gene	Module
RP11-482M8.1	geneM0
CTD-2196E14.6	geneM4
PWRN3	geneM2
RP11-226L15.5	geneM2
RP11-491F9.5	geneM1
RP11-311C24.1	geneM1
RP11-352G18.2	geneM0
CTD-2083E4.4	geneM0
RP11-114H24.2	geneM0
CTD-2008P7.1	geneM0
MIR940	geneM0
ARHGAP23P1	geneM2
AC026150.6	geneM0
RP11-797A18.4	geneM0
RP11-298D21.1	geneM2
RP11-21M24.2	geneM0
RP5-882C2.2	geneM4
RP11-1348G14.5	geneM0
CTD-2336H13.1	geneM1
KRT8P50	geneM0
RP11-566E18.3	geneM1
RP11-61J19.4	geneM0
RP11-872J21.3	geneM0
RP11-161M6.2	geneM0
CTD-2007L18.5	geneM0
CTD-2547L24.4	geneM0
RP11-107F6.3	geneM0
RP11-319G9.3	geneM0
GS1-358P8.4	geneM1
CTD-2235H24.2	geneM0
RP11-524O1.4	geneM0
CTD-3253I12.1	geneM1
AC124789.1	geneM0
RP11-468I15.1	geneM0
RP11-434B12.1	geneM1
RP11-531A24.3	geneM1
CTC-205M6.5	geneM4
RP11-578F21.9	geneM0
FBXL19-AS1	geneM0
RP11-264B17.2	geneM0
RP11-439E19.10	geneM0
RP11-22H5.2	geneM0
CTA-331F8.1	geneM0
CTD-2373J6.1	geneM0
RP11-680G24.5	geneM4
RP11-715J22.4	geneM0
RP11-345M22.1	geneM0
RP11-320H14.1	geneM3
RP11-483I13.5	geneM4
AC009120.5	geneM0
RP11-554A11.7	geneM1
RP11-314O13.1	geneM0
ADPGK-AS1	geneM0
RP11-2C24.4	geneM0
XKR7	geneM0
RP11-105C19.1	geneM0
LINC00565	geneM0
RP11-196G11.2	geneM1
RP11-363E7.4	geneM0
RP11-343C2.11	geneM0
CCPG1	geneM8
RP11-57H14.4	geneM7
RP11-731J8.2	geneM3
RP1-228H13.5	geneM7
AC137934.1	geneM0
AC004463.6	geneM0
RP11-459F6.3	geneM0
RP11-65L3.1	geneM1
FTO-IT1	geneM0
RP4-593C16.3	geneM1
RP4-575N6.5	geneM3
LINC00622	geneM1
CAPN10-AS1	geneM22
RP11-384P7.7	geneM0
RP11-552M11.8	geneM4
KB-1836B5.1	geneM0
RP11-426C22.6	geneM0
RP11-690D19.3	geneM0
RP11-333I13.1	geneM1
RP11-73C9.1	geneM0
RP11-77H9.8	geneM0
RP11-423G4.7	geneM1
DOCK9-AS2	geneM4
RP1-140C12.2	geneM4
CTB-58E17.1	geneM0
RP11-382N13.3	geneM0
AC004158.2	geneM0
RP11-96C23.11	geneM0
CTD-2050B12.1	geneM0
RP1-90J20.11	geneM0
RP11-111K18.2	geneM0
CTD-3247F14.2	geneM0
RP11-209D14.2	geneM1
CTC-471C19.1	geneM31
CTD-2319I12.1	geneM0
AP006547.3	geneM1
RP11-274H2.5	geneM3
SULT1A3	geneM0
RP11-6O2.4	geneM4
RP11-454F8.2	geneM0
RP11-545A16.4	geneM4
RP11-303E16.2	geneM0
RP11-538I12.2	geneM0
RP11-1000B6.3	geneM2
RP11-264B17.3	geneM0
SNORD116-20	geneM0
RP1-223E5.4	geneM4
RP11-5N19.3	geneM0
RP11-252A24.3	geneM0
KB-1460A1.5	geneM13
RP11-61A14.3	geneM0
RP11-20G6.2	geneM0
RP11-355O1.11	geneM0
RP11-690I21.2	geneM1
RP11-819C21.1	geneM0
RP4-545K15.5	geneM0
RP11-173B14.5	geneM0
RP11-141O15.1	geneM0
RP11-325K4.2	geneM0
TMEM178B	geneM8
RP11-104N10.1	geneM0
RP11-62H20.1	geneM1
RP11-496D24.2	geneM2
RP11-304L19.3	geneM0
AC135050.5	geneM0
RBFADN	geneM0
RP11-1021N1.1	geneM0
RP11-93O14.2	geneM4
RP4-798A10.7	geneM4
RP11-37C7.3	geneM0
CTD-2517M14.5	geneM0
RP11-20I23.6	geneM0
RP11-303E16.5	geneM2
RP11-697E2.6	geneM0
RP11-723O4.9	geneM0
RP11-517B11.7	geneM4
RP11-68I18.10	geneM0
RP11-169E6.1	geneM4
RP11-532F12.5	geneM0
RP11-317P15.5	geneM23
RP11-341N2.1	geneM0
RP11-1007O24.2	geneM0
CTA-445C9.14	geneM0
RP11-863P13.5	geneM1
CTD-2380F24.1	geneM2
RP3-496C20.1	geneM0
AC004449.6	geneM0
LA16c-361A3.3	geneM0
RP3-507I15.2	geneM0
RP11-195F19.30	geneM0
RP11-166B2.5	geneM0
RP11-344A16.2	geneM0
RP11-629O1.2	geneM0
ZNF865	geneM0
RP11-830F9.7	geneM0
AC140912.1	geneM0
RP11-38G5.4	geneM0
RP11-304L19.4	geneM0
CTD-2302E22.4	geneM0
GOLGA8T	geneM0
RP3-388M5.9	geneM0
RP11-318L16.6	geneM0
AC137932.6	geneM0
RP4-714D9.5	geneM1
RP11-389C8.2	geneM26
RP11-325K4.3	geneM0
ULK4P1	geneM0
CTD-3105H18.13	geneM3
RP11-517C16.2	geneM0
RP11-295M3.2	geneM0
RP11-389G6.3	geneM31
RP11-524D16__A.3	geneM0
RP11-343H19.1	geneM0
RP11-923I11.7	geneM0
LARP4P	geneM0
RP11-653J6.1	geneM0
RP11-174G6.5	geneM0
AC140542.2	geneM1
RP5-1057J7.6	geneM25
RP11-863P13.3	geneM2
CTD-2049O4.1	geneM2
RP11-281J9.1	geneM0
RP11-318A15.2	geneM0
RP11-498D10.5	geneM0
RP11-378A13.1	geneM0
RP11-215H22.1	geneM1
AC006538.1	geneM10
RP3-465N24.5	geneM0
CTD-3185P2.1	geneM4
CTA-14H9.5	geneM0
RP11-698N11.4	geneM7
RP11-626G11.1	geneM2
CTD-2165H16.4	geneM0
MANEA-AS1	geneM0
RP11-529H20.6	geneM0
VPS9D1-AS1	geneM0
RP11-64K12.10	geneM1
RP11-578F21.12	geneM0
RP11-395N3.1	geneM0
CTD-2012K14.6	geneM0
RP11-345M22.2	geneM4
LA16c-329F2.1	geneM3
RP11-578F21.3	geneM0
RP11-378I6.1	geneM1
AC009120.4	geneM0
RP11-326A19.3	geneM0
TEN1-CDK3	geneM0
RP6-24A23.7	geneM2
RP11-455F5.5	geneM0
RP1-168L15.5	geneM4
RP11-1007O24.3	geneM0
ATP5F1P7	geneM4
RP11-709B3.2	geneM0
AC144833.1	geneM0
RP11-16P6.1	geneM4
CTD-2083E4.7	geneM4
RP11-399O19.9	geneM0
CTD-2050B12.2	geneM0
RP11-217B1.2	geneM0
RP11-109D9.4	geneM0
RP11-981G7.1	geneM0
RP11-509E16.1	geneM0
LINC01003	geneM0
ZNF747	geneM0
RP11-106M3.3	geneM0
UBE2MP1	geneM0
CTA-254O6.1	geneM1
RP11-626G11.5	geneM2
RP11-452L6.1	geneM0
RP11-77K12.3	geneM0
RP11-429B14.4	geneM22
RP11-578F21.6	geneM4
PAN3-AS1	geneM0
AC135048.13	geneM0
RP11-757F18.5	geneM1
RP11-448G15.3	geneM0
RP13-514E23.1	geneM1
RP11-96H17.1	geneM0
LA16c-358B7.3	geneM0
RP11-46D6.1	geneM0
RP11-527L4.2	geneM0
Y_RNA	geneM0
DLGAP1-AS5	geneM0
CTB-31O20.2	geneM20
AC002400.1	geneM0
RP13-487P22.1	geneM0
RP11-15N24.4	geneM0
RP11-244O19.1	geneM1
RP11-319G9.5	geneM0
RP11-16E18.3	geneM1
RP11-665J16.1	geneM0
RP11-16E23.3	geneM0
RP11-320A16.1	geneM1
RP11-29G8.3	geneM8
RP11-810K23.10	geneM0
RP11-296I10.6	geneM25
RP11-166B2.3	geneM0
RP11-524C21.2	geneM0
RP11-384L8.1	geneM0
RP1-168P16.2	geneM0
RP11-259G18.1	geneM0
RP11-21L23.2	geneM0
RP11-457M11.5	geneM0
RP11-923I11.6	geneM0
CTC-462L7.1	geneM3
TPBGL	geneM1
CTB-31N19.3	geneM0
RP11-353B9.1	geneM1
RP11-107D24.2	geneM2
HERC2P8	geneM1
RP11-575H3.1	geneM0
CTD-2636A23.2	geneM0
RP11-414J4.2	geneM0
GAN	geneM3
AC010547.9	geneM0
RP11-20I23.13	geneM0
RP11-6O2.3	geneM1
RP11-243A14.1	geneM4
RP11-580I1.2	geneM2
RP5-914M6.1	geneM0
RP11-618N24.1	geneM0
LA16c-390E6.5	geneM0
RP11-529E10.6	geneM1
RP11-489G11.3	geneM0
IMPDH1P11	geneM0
GOLGA6L7P	geneM0
C15orf65	geneM0
RP11-96K19.4	geneM4
CTD-3064M3.3	geneM0
CTD-2258A20.5	geneM4
LA16c-313D11.12	geneM0
RP5-1042I8.7	geneM3
RP11-304L19.11	geneM0
RP11-275F13.1	geneM1
RP11-50D9.3	geneM0
CTD-2515A14.1	geneM0
RP11-1C8.5	geneM1
RP11-573G6.6	geneM1
RP5-1119A7.17	geneM1
RP11-265N6.1	geneM0
RP11-401P9.4	geneM2
RP11-473C18.3	geneM0
AC009133.12	geneM0
RP1-168P16.1	geneM0
RP13-467H17.1	geneM2
RP11-354P17.15	geneM2
HPR	geneM3
RP11-61A14.2	geneM0
RP11-264M12.2	geneM4
RP11-953B20.1	geneM2
RP11-358L4.1	geneM0
RP11-196G18.22	geneM0
RP11-77K12.1	geneM0
RP11-307O13.1	geneM22
RP4-668J24.2	geneM0
CTD-2358C21.4	geneM0
RP4-612B15.3	geneM0
RP11-945C19.1	geneM1
GOLGA8S	geneM1
RP11-345J4.5	geneM2
RP11-21B21.4	geneM0
AC005592.3	geneM1
RP11-626G11.3	geneM0
RP11-1223D19.1	geneM1
RP11-22P6.2	geneM0
CTC-459F4.1	geneM0
DYX1C1-CCPG1	geneM0
WI2-89031B12.1	geneM0
RP11-529K1.2	geneM2
RP11-252K23.2	geneM0
RP4-555D20.2	geneM8
RP11-480G7.1	geneM0
AC005606.14	geneM1
DNM1P28	geneM0
GOLGA8H	geneM0
ISY1-RAB43	geneM0
RP11-283I3.6	geneM0
LOXL1-AS1	geneM0
RP11-895K13.2	geneM0
TUBB8P7	geneM0
RP11-680G24.4	geneM4
RP11-265N6.2	geneM0
LINC00662	geneM1
RP11-340F14.5	geneM2
RP11-223I10.1	geneM13
RP11-264L1.3	geneM0
RP1-265C24.8	geneM4
RP11-146F11.1	geneM0
MIA	geneM0
RP11-104O19.2	geneM2
RP5-867C24.5	geneM0
RP11-333E1.1	geneM22
CTC-479C5.12	geneM0
AC144831.1	geneM4
RP11-542C16.2	geneM0
RP11-235E17.4	geneM0
CTD-2561B21.5	geneM0
RP11-388M20.9	geneM0
PCDHGA9	geneM3
RP11-461A8.1	geneM0
RP11-893F2.14	geneM0
RP11-74E22.4	geneM0
RP11-342L8.2	geneM0
RP11-473M20.7	geneM0
CTC-281F24.1	geneM0
RP11-212I21.4	geneM6
DLGAP1-AS2	geneM0
RP11-700H6.4	geneM0
RP11-2C24.6	geneM0
RP11-177N22.3	geneM0
RP13-1032I1.7	geneM28
RP11-74E22.3	geneM0
RP11-1260E13.4	geneM1
SNORD3B-2	geneM0
RP11-589P10.5	geneM0
AC139099.5	geneM0
PCDHB19P	geneM0
CTD-2135D7.5	geneM0
RP11-433P17.3	geneM0
RP11-483C6.1	geneM0
RP11-417N10.3	geneM0
RP11-266L9.5	geneM0
RP11-96D1.11	geneM0
RP11-81A22.5	geneM0
CTA-972D3.2	geneM0
OCLM	geneM0
RP11-462G12.1	geneM0
RP11-353N14.4	geneM2
CTD-3195I5.5	geneM0
SNORD3D	geneM0
PCDHGB3	geneM3
RP11-876N24.4	geneM0
RP11-1055B8.3	geneM2
RP5-1050D4.5	geneM0
CORO7	geneM2
RP11-199F11.2	geneM0
RP5-867C24.4	geneM0
U95743.1	geneM0
SHPK	geneM0
LA16c-390H2.4	geneM0
RP11-433P17.1	geneM0
CTC-457L16.2	geneM0
HNRNPA1P16	geneM0
LA16c-380H5.2	geneM1
RP11-473M20.9	geneM0
RP11-669E14.6	geneM0
CTB-193M12.3	geneM2
RP11-312B18.1	geneM0
RP11-667K14.8	geneM0
RP11-388C12.8	geneM0
RP11-65J21.3	geneM1
RP11-95P2.1	geneM0
TVP23CP2	geneM0
AC021224.1	geneM0
SAMD11P1	geneM0
LA16c-321D4.2	geneM0
CTC-360G5.1	geneM0
RP11-530N7.2	geneM0
RP11-96D1.9	geneM0
RP11-95J11.1	geneM0
LA16c-349E10.1	geneM0
RP11-667K14.4	geneM0
PCDHGA4	geneM3
RP11-334C17.5	geneM0
RP11-77K12.5	geneM0
RP11-266L9.4	geneM0
CTC-786C10.1	geneM0
LINC00621	geneM0
NAA60	geneM0
RP13-638C3.2	geneM0
RP11-497H17.1	geneM0
OVCA2	geneM0
AJ003147.9	geneM1
RP11-64J4.2	geneM0
RP5-1050D4.4	geneM0
RP11-311F12.1	geneM0
AC005356.1	geneM0
CTC-277H1.7	geneM0
RP11-266L9.3	geneM0
RP11-295D4.1	geneM0
AC123768.4	geneM4
CTD-2135D7.2	geneM0
CTD-3195I5.1	geneM2
RP11-196G11.4	geneM0
RP11-818O24.3	geneM0
RP11-961A15.1	geneM0
U91319.1	geneM4
RP11-160A9.3	geneM0
MRPL12	geneM0
RP13-580F15.2	geneM0
RP11-304F15.7	geneM0
RP11-517A5.5	geneM0
CTD-2545H1.1	geneM0
CTD-2561B21.11	geneM1
RP11-1055B8.4	geneM4
RP11-156P1.3	geneM0
RP11-669E14.4	geneM0
RP11-424M24.5	geneM0
RP11-750B16.1	geneM0
RP11-235E17.6	geneM0
RP5-1029F21.2	geneM0
ALOX12P2	geneM8
RP11-473I1.9	geneM20
RP11-670E13.2	geneM0
ZNF234	geneM0
RP11-166P13.3	geneM4
ROCK1P1	geneM0
RP11-876N24.5	geneM0
CSNK2B-LY6G5B-1181	geneM0
RP11-396B14.2	geneM0
RP11-667K14.3	geneM0
RP11-1055B8.6	geneM0
RP11-388C12.1	geneM0
CTD-2047H16.4	geneM0
RP11-473M20.14	geneM4
RP11-515O17.2	geneM0
RP5-1107A17.4	geneM1
CTC-479C5.10	geneM0
PAGR1	geneM0
LRRC37A17P	geneM0
RP11-849I19.1	geneM3
MYZAP	geneM0
RP11-333E1.2	geneM0
RP11-810M2.2	geneM0
RP11-433P17.2	geneM0
RP11-517A5.4	geneM0
CHTF8	geneM0
ZNF205-AS1	geneM0
CTD-2561B21.7	geneM0
RYKP1	geneM4
RP11-420A6.2	geneM0
RP11-461A8.4	geneM0
RP11-473I1.10	geneM4
CTC-524C5.2	geneM0
RP11-96D1.10	geneM0
LA16c-325D7.2	geneM0
AP005530.2	geneM6
RP11-166B2.8	geneM0
RP11-498D10.6	geneM0
RP11-388C12.5	geneM0
RP11-266L9.6	geneM0
TAPT1-AS1	geneM0
AF001548.5	geneM2
RP1-59D14.5	geneM0
RP11-13N13.2	geneM17
RN7SL358P	geneM0
RP11-53I6.4	geneM4
RP11-160E2.19	geneM0
CTC-297N7.5	geneM3
RP5-890E16.2	geneM0
CTD-2541J13.2	geneM2
RN7SL471P	geneM0
RN7SL689P	geneM0
RP11-160O5.1	geneM3
RP11-338L22.2	geneM2
CTC-304I17.4	geneM0
RP11-707O23.5	geneM0
RP11-963H4.3	geneM0
RP13-753N3.1	geneM0
AK4P1	geneM0
RP11-78F17.1	geneM0
UBBP4	geneM0
CTC-304I17.5	geneM0
RP11-498C9.13	geneM0
CTD-2349P21.5	geneM0
RP11-737O24.3	geneM0
RP11-612A1.1	geneM1
RP11-527H14.4	geneM4
RN7SL650P	geneM0
RP11-45M22.3	geneM0
RP11-927P21.5	geneM0
RP11-471L13.3	geneM0
RP11-82O19.1	geneM0
RP11-17A19.2	geneM0
RP11-408H20.3	geneM4
RP11-105N13.4	geneM0
RP11-389J22.1	geneM0
DLGAP1-AS3	geneM1
RP11-498C9.15	geneM0
RN7SL4P	geneM0
LINC00667	geneM2
RP11-580I16.2	geneM0
RP11-649A18.4	geneM0
RP11-146G7.2	geneM1
RP11-849F2.7	geneM0
CTD-2206N4.4	geneM0
RP11-326K13.4	geneM0
RP11-573D15.9	geneM0
RP11-649A18.12	geneM4
CIAPIN1P	geneM4
RP11-143J12.3	geneM0
RP11-498C9.16	geneM0
RP11-334E6.12	geneM0
LINC00672	geneM1
DLGAP1-AS4	geneM1
RP11-51F16.5	geneM0
RP11-705O1.8	geneM0
RN7SL544P	geneM0
RP11-680F20.11	geneM8
RP11-110H1.4	geneM0
RP11-53I6.2	geneM2
RP11-180P8.1	geneM0
SNORD3A	geneM0
RP11-579O24.3	geneM4
RP11-676J15.1	geneM0
RN7SL381P	geneM0
RP11-746M1.1	geneM0
RN7SL615P	geneM0
CTC-542B22.2	geneM0
RP11-68I3.10	geneM0
CTC-297N7.9	geneM0
RN7SL336P	geneM0
RP11-6N17.6	geneM1
RP11-728E14.2	geneM1
SNORA40	geneM0
RP11-192H23.7	geneM0
RP11-22N12.2	geneM2
RP11-583F2.1	geneM0
KRT222	geneM0
DND1P1	geneM0
RP11-227G15.9	geneM0
CTD-2350C19.1	geneM28
RP11-848P1.5	geneM0
RP11-159D12.2	geneM8
RP11-640N20.6	geneM4
MAGOH2	geneM0
RP11-45M22.4	geneM0
RP11-94L15.2	geneM1
RP11-196G18.23	geneM4
RP11-757O6.1	geneM0
RP13-270P17.1	geneM4
LINC00909	geneM4
RN7SL463P	geneM0
CTD-2514K5.4	geneM2
CTD-2145A24.4	geneM0
RP11-162A12.2	geneM0
RP11-68I3.4	geneM0
RN7SL657P	geneM0
RP11-680F20.12	geneM0
RP11-527H14.3	geneM1
RP11-20B24.7	geneM0
HNRNPA1P11	geneM1
RP11-958F21.1	geneM1
RN7SL763P	geneM0
NEK4P2	geneM0
DYNLL2	geneM9
RN7SL431P	geneM0
RN7SL119P	geneM0
MIR378D2	geneM0
RP11-848P1.2	geneM0
RP11-173M1.8	geneM0
RP11-861L17.3	geneM2
RN7SL731P	geneM0
RN7SL473P	geneM0
RP11-720L2.4	geneM0
CTC-525D6.1	geneM4
RP11-556O9.3	geneM0
SUZ12P	geneM0
RP11-464D20.6	geneM0
RP11-138C9.1	geneM0
RP13-650J16.1	geneM0
LINC00526	geneM2
AC010761.8	geneM0
RN7SL600P	geneM4
MAPT-AS1	geneM0
RP11-678G15.1	geneM0
RP11-192H23.8	geneM17
AC144838.3	geneM1
RN7SL565P	geneM0
RP11-4F22.2	geneM0
RP11-118G23.2	geneM0
RP11-524F11.2	geneM1
ZFP41	geneM0
RP11-112H10.4	geneM0
RP11-92B11.3	geneM0
RP11-760N9.1	geneM6
RP11-21G15.1	geneM0
RP11-260A9.6	geneM1
DPRXP4	geneM0
CTD-2653B5.1	geneM0
RN7SL805P	geneM0
RP11-498C9.12	geneM0
SNORA67	geneM0
CTC-304I17.2	geneM0
RP13-20L14.4	geneM0
RP11-474I11.8	geneM0
RN7SL404P	geneM0
RP11-16C1.2	geneM0
RP11-143K11.5	geneM0
RN7SL45P	geneM0
RP11-805F19.1	geneM1
RP11-815I9.4	geneM0
RP11-421E14.2	geneM0
RP11-107K17.2	geneM0
RN7SL230P	geneM0
RP11-6N17.4	geneM0
RP11-799B12.2	geneM0
Y_RNA	geneM0
SNORD3C	geneM0
SH3GL1P2	geneM4
RP11-214C8.2	geneM0
RP11-888D10.3	geneM1
RP11-387H17.4	geneM2
RN7SL630P	geneM0
RP11-449L23.2	geneM0
RP11-661C3.2	geneM0
RP11-454P7.3	geneM1
RN7SL262P	geneM0
RP11-728E14.3	geneM1
AC145343.2	geneM0
RP11-147L13.2	geneM3
RP11-70O5.2	geneM0
RP11-31I22.2	geneM0
CTD-2370N5.3	geneM2
CTB-187M2.2	geneM0
CTB-58E17.2	geneM1
RP11-227G15.2	geneM0
MIR133A1	geneM1
BZRAP1-AS1	geneM1
RN7SL669P	geneM0
RN7SL2	geneM0
RP11-672L10.2	geneM1
SNORD3B-1	geneM0
RP11-835E18.4	geneM0
RP11-70L8.4	geneM0
AC010761.13	geneM0
MIR142	geneM6
RP11-927P21.1	geneM0
RP11-466A19.8	geneM2
RP11-649A18.7	geneM0
CTD-2350C19.2	geneM0
RP11-180P8.2	geneM0
RP11-135L13.4	geneM1
TIMM10B	geneM4
RP11-53I6.5	geneM4
RP11-192H23.6	geneM0
ARGFXP2	geneM0
FEM1AP2	geneM0
RP13-104F24.3	geneM0
CTD-2510F5.6	geneM0
RP11-567L7.6	geneM1
RN7SL199P	geneM0
RN7SL411P	geneM0
RP11-466A19.5	geneM2
RP11-17M24.1	geneM0
U3	geneM1
RP11-57J16.1	geneM0
CTD-2517M22.17	geneM0
RP13-270P17.2	geneM0
RP11-138I1.4	geneM0
RN7SL656P	geneM0
RP11-789C17.1	geneM0
RP11-288C17.1	geneM0
CTD-2349P21.6	geneM0
RP11-204L24.2	geneM0
AC010761.9	geneM0
CTD-2145A24.3	geneM0
DTX2P1-UPK3BP1-PMS2P11	geneM0
RP11-524F11.1	geneM4
CTD-3157E16.1	geneM0
RP11-60A24.3	geneM0
RP11-31I22.1	geneM0
RN7SL652P	geneM0
RP11-713C5.1	geneM1
AP000275.65	geneM0
RN7SL166P	geneM0
RP11-68I3.11	geneM0
AC011897.1	geneM1
CTD-2267D19.2	geneM0
RP11-1376P16.2	geneM0
RPL17	geneM15
RP11-173M1.5	geneM1
MAFG-AS1	geneM22
RP11-118G23.1	geneM0
RP11-5A19.5	geneM0
RP11-31I22.4	geneM0
RP11-156L14.1	geneM2
RP11-82O19.2	geneM2
RN7SL648P	geneM0
RN7SL5P	geneM0
RP11-848P1.3	geneM0
RP11-849F2.5	geneM0
RP11-799B12.4	geneM2
RN7SL444P	geneM0
RN7SL660P	geneM2
CTC-304I17.3	geneM0
RP11-17M16.2	geneM0
RP11-449L23.3	geneM0
RP1-56K13.3	geneM0
CYP4F35P	geneM1
CTD-2349P21.10	geneM0
RP11-271K11.5	geneM0
RP11-649A18.5	geneM0
RP11-720N19.2	geneM0
RN7SL49P	geneM1
FSBP	geneM0
EEF1E1-BLOC1S5	geneM0
RN7SL739P	geneM0
PDLIM1P2	geneM0
RP11-408H20.2	geneM0
RP11-737O24.2	geneM0
RP11-20B24.6	geneM0
RN7SL577P	geneM2
RN7SL721P	geneM0
RP11-674N23.1	geneM1
AC100830.4	geneM0
RP11-267C16.2	geneM2
MIR3615	geneM3
RN7SL3	geneM0
CTB-58E17.3	geneM0
RP11-466P24.7	geneM1
RP11-822E23.6	geneM0
RP11-143J12.2	geneM0
POLRMTP1	geneM0
CTD-2535L24.2	geneM0
SNORA59B	geneM0
RP11-159D12.5	geneM0
RP11-296K13.4	geneM0
RP11-507M3.1	geneM0
RP11-209D14.4	geneM0
RP11-474N24.2	geneM0
RN7SL501P	geneM0
RHOT1P1	geneM0
STRADA	geneM7
RP11-855A2.5	geneM3
RP1-66C13.4	geneM4
CTD-2267D19.3	geneM0
NARF-IT1	geneM0
CTC-525D6.2	geneM0
LINC00683	geneM3
RP11-41O4.1	geneM0
RP11-640I15.1	geneM0
RN7SL138P	geneM0
CTD-3096M3.2	geneM0
RP11-1C8.6	geneM0
RN7SL192P	geneM0
RP11-101O21.1	geneM1
RP11-1096G20.5	geneM0
RP11-344E13.4	geneM1
RP11-142O6.1	geneM0
RP11-710M11.1	geneM0
RP11-227G15.8	geneM0
RP11-874J12.4	geneM0
CBX3P2	geneM4
RP11-180P8.3	geneM1
RP11-88L24.4	geneM25
RN7SL663P	geneM0
RP11-91I8.3	geneM0
RP11-806L2.2	geneM0
RN7SL220P	geneM0
CTB-131K11.1	geneM4
RP11-401F2.3	geneM0
FAM106CP	geneM0
RP11-178F10.3	geneM0
CTD-2349P21.9	geneM0
RP11-17J14.2	geneM0
RP11-45M22.5	geneM0
RP11-766H1.1	geneM0
RP11-874J12.3	geneM0
RP11-385D13.3	geneM0
RP11-449D8.5	geneM1
RP11-838N2.5	geneM0
RP1-56K13.5	geneM0
RP11-583F2.5	geneM0
RP11-6N17.3	geneM0
RP11-20B24.4	geneM0
RP11-927P21.2	geneM0
RP11-258F1.1	geneM0
RP5-1148A21.3	geneM4
RP11-661O13.1	geneM0
RP11-214O1.2	geneM0
MYO15B	geneM0
RP11-855A2.3	geneM0
RP11-466A19.1	geneM1
TBC1D29	geneM2
RP11-690G19.3	geneM13
SH3GL1P1	geneM0
RP11-715F3.2	geneM0
RP11-521L9.2	geneM0
RP11-61L19.1	geneM0
RP13-104F24.1	geneM0
RP11-862L9.3	geneM2
ITM2BP1	geneM2
RP11-848P1.9	geneM0
RP11-19P22.8	geneM0
RP11-1148O4.1	geneM0
RP1-266L20.9	geneM4
AC005546.2	geneM0
RP11-173A16.2	geneM4
CTB-171A8.1	geneM0
LINC00663	geneM0
AC006116.22	geneM0
SLC25A6P4	geneM0
CTC-448F2.6	geneM1
RP1-161P9.5	geneM0
CTC-325H20.2	geneM0
CTD-3064H18.1	geneM2
RP11-798G7.8	geneM0
RP11-15A1.7	geneM0
AC005943.4	geneM0
CTD-2085J24.4	geneM0
AC006116.13	geneM0
AC005775.2	geneM0
RP11-332H18.3	geneM0
CTD-3234P18.2	geneM0
CTC-215O4.4	geneM0
MRPL37P1	geneM4
RP11-799D4.4	geneM4
LYPD8	geneM1
RP11-618P17.4	geneM0
RP11-701H16.4	geneM0
RP11-400F19.6	geneM0
FXYD1	geneM3
RP11-712P20.2	geneM0
AARSD1	geneM9
DHX40P1	geneM0
RP4-657D16.3	geneM0
AC006538.4	geneM1
RP11-242D8.1	geneM0
CTC-507E2.1	geneM0
AC002984.2	geneM0
CTC-448F2.4	geneM2
CTB-31O20.3	geneM0
RP11-120M18.2	geneM0
RP11-108P20.1	geneM0
CTB-50L17.16	geneM0
CTD-2081K17.2	geneM3
AC010525.7	geneM0
AC011558.5	geneM0
ZNF223	geneM0
LRRC37A16P	geneM0
AC015849.19	geneM0
RP11-92C4.3	geneM1
AC092299.7	geneM0
RP11-384O8.1	geneM17
RP11-35G9.3	geneM0
ZNF850	geneM20
CTD-3193K9.4	geneM0
RP11-566K11.7	geneM0
AC002398.13	geneM0
CTD-3162L10.1	geneM0
AC005336.4	geneM3
RP11-15A1.3	geneM0
UQCR11	geneM0
PTGES3L	geneM1
RP1-212G6.7	geneM0
CTB-75G16.3	geneM1
RP11-165E7.1	geneM2
CCDC58P3	geneM0
RP11-127I20.5	geneM2
RP11-820I16.1	geneM0
ASB16-AS1	geneM0
CTC-510F12.2	geneM0
KRT18P61	geneM0
RP11-115N12.1	geneM0
CTBP2P7	geneM0
CTB-25B13.9	geneM0
CTD-2105E13.13	geneM0
CTD-2537I9.13	geneM0
ILF3-AS1	geneM4
RP11-686D22.7	geneM0
C19orf82	geneM0
AC011526.1	geneM10
CTD-3064H18.2	geneM0
RPL10P15	geneM4
AD000671.6	geneM0
CTD-2020K17.1	geneM1
CTB-31O20.6	geneM0
RP11-795F19.5	geneM0
RNF157-AS1	geneM3
CTD-2540B15.9	geneM0
RP11-53B2.3	geneM0
CTD-3162L10.5	geneM0
RP11-677O4.6	geneM0
RP11-383D22.1	geneM2
RP11-411B10.2	geneM0
CTD-2528L19.6	geneM17
RP11-1072C15.4	geneM17
AC005943.5	geneM0
AC084219.3	geneM0
RP11-78A19.3	geneM0
RP11-527L4.5	geneM0
RP11-687F6.1	geneM0
CTB-55O6.12	geneM2
ZNF763	geneM4
AC010525.6	geneM0
PTP4A2P1	geneM0
RP11-15A1.2	geneM4
RP11-116O18.3	geneM4
RP1-193H18.2	geneM16
CTC-429L19.3	geneM0
RP11-798G7.6	geneM0
RP11-861E21.2	geneM0
LCN6	geneM0
RP11-264B14.1	geneM0
AC007773.2	geneM0
AC010642.1	geneM0
AC010504.2	geneM1
CTD-2132N18.2	geneM4
RP11-194N12.2	geneM0
AC005498.4	geneM0
AC069278.4	geneM0
CTB-31O20.4	geneM0
RP11-798G7.7	geneM0
RP11-64C12.6	geneM0
CTD-2319I12.4	geneM0
RP11-973H7.3	geneM4
AC139100.3	geneM0
CTD-2162K18.5	geneM0
