"","Set","query.number","significant","p.value","term.size","query.size","overlap.size","precision","recall","term.id","domain","subgraph.number","term.name","relative.depth","intersection"
"1970","C4A-positive",1,TRUE,0.00526,53,849,17,0.02,0.321,"KEGG:05134","keg",76,"Legionellosis",1,"CASP8,NFKB2,NFKBIA,PYCARD,IL1B,C3,TLR2,CASP1,IL18,ITGB2,CASP7,ITGAM,CD14,MYD88,RELA,TLR5,CR1"
"1971","C4A-positive",1,TRUE,0.0367,26,849,9,0.011,0.346,"KEGG:04392","keg",89,"Hippo signaling pathway - multiple species",1,"TEAD3,WWTR1,STK3,RASSF4,MOB1A,YAP1,LIMD1,DCHS1,FAT4"
"1972","C4A-positive",1,TRUE,2.38e-05,32,849,16,0.019,0.5,"KEGG:04672","keg",215,"Intestinal immune network for IgA production",1,"CD40,TGFB1,LTBR,CD86,IL10,TNFSF13,HLA-DQB1,HLA-DRB1,HLA-DQA1,HLA-DRB5,HLA-DOA,HLA-DMA,HLA-DRA,HLA-DPB1,HLA-DPA1,HLA-DMB"
"1973","C4A-positive",1,TRUE,0.00011,156,849,43,0.051,0.276,"KEGG:05152","keg",26,"Tuberculosis",1,"CD74,CASP8,RFXANK,TNFRSF1A,TGFB2,TGFB1,TCIRG1,TGFB3,IL1B,C3,IL10,TLR2,FCGR2A,FCGR1A,IL18,FCER1G,ITGB2,FCGR3B,CTSS,SYK,NOD2,ITGAM,CD14,CEBPB,CLEC7A,MYD88,RELA,TLR1,HLA-DQB1,CIITA,HLA-DRB1,HLA-DQA1,IRAK4,HLA-DRB5,CR1,FCGR3A,HLA-DOA,HLA-DMA,HLA-DRA,HLA-DPB1,HLA-DPA1,HLA-DMB,IL10RB"
"1974","C4A-positive",1,TRUE,4.38e-22,47,849,38,0.045,0.809,"KEGG:05150","keg",268,"Staphylococcus aureus infection",1,"CFH,ITGAL,ICAM1,C3,MASP1,IL10,FCGR2A,FCGR1A,C1QC,C1R,ITGB2,FCGR3B,C2,PTAFR,ITGAM,FPR2,FPR1,C3AR1,C1QB,C1QA,HLA-DQB1,C1S,FPR3,HLA-DRB1,HLA-DQA1,C5AR1,HLA-DRB5,FCGR3A,HLA-DOA,HLA-DMA,HLA-DRA,CFI,HLA-DPB1,C4B,HLA-DPA1,HLA-DMB,CFB,C4A"
"1975","C4A-positive",1,TRUE,0.0331,74,849,19,0.022,0.257,"KEGG:05212","keg",271,"Pancreatic cancer",1,"ARAF,TGFB2,GADD45B,IKBKB,TGFB1,TGFBR1,GADD45A,TGFB3,CDKN1A,RAC2,ARHGEF6,DDB2,CDK4,TP53,ERBB2,RALGDS,TGFBR2,STAT3,RELA"
"1976","C4A-positive",1,TRUE,0.049,88,849,21,0.025,0.239,"KEGG:05222","keg",29,"Small cell lung cancer",1,"TRAF4,ITGA6,GADD45B,NFKBIA,LAMA1,IKBKB,GADD45A,CDK2,CDKN1A,DDB2,COL4A2,CDK4,LAMC1,MYC,ITGAV,TP53,ITGB1,LAMB2,RELA,COL4A1,COL4A6"
"1977","C4A-positive",1,TRUE,0.0243,186,849,40,0.047,0.215,"KEGG:05170","keg",68,"Human immunodeficiency virus 1 infection",1,"CD4,TNFRSF1B,TAB2,CASP8,GNAI3,TNFRSF1A,PXN,ITPR3,NFKBIA,NFATC2,SAMHD1,IKBKB,GNAI2,ITPR2,RAC2,APOBEC3A,APOBEC3F,BST2,NFATC1,TRIM5,RIPK1,TLR2,CCR5,WEE1,B2M,TAP1,GNG12,MYD88,RELA,GNG5,CALR,PAK2,LIMK2,PLCG2,IRAK4,HLA-E,HLA-F,HLA-A,APOBEC3G,APOBEC3C"
"1978","C4A-positive",1,TRUE,0.0368,75,849,19,0.022,0.253,"KEGG:05220","keg",170,"Chronic myeloid leukemia",1,"ARAF,TGFB2,GADD45B,NFKBIA,IKBKB,TGFB1,TGFBR1,HDAC1,GADD45A,TGFB3,CDKN1A,STAT5A,DDB2,CDK4,MYC,TP53,RUNX1,TGFBR2,RELA"
"1979","C4A-positive",1,TRUE,3.61e-05,89,849,30,0.035,0.337,"KEGG:04659","keg",23,"Th17 cell differentiation",1,"CD4,IL4R,HIF1A,NFKBIA,NFATC2,IL21R,IKBKB,TGFB1,JAK3,TGFBR1,IL1R1,IL1B,STAT5A,NFATC1,IL6ST,RUNX1,IL6R,TGFBR2,STAT3,RELA,HLA-DQB1,HLA-DRB1,HLA-DQA1,HLA-DRB5,HLA-DOA,HLA-DMA,HLA-DRA,HLA-DPB1,HLA-DPA1,HLA-DMB"
"1980","C4A-positive",1,TRUE,7.94e-07,29,849,17,0.02,0.586,"KEGG:05320","keg",37,"Autoimmune thyroid disease",1,"CD40,CD86,IL10,HLA-DQB1,PRF1,HLA-DRB1,HLA-DQA1,HLA-DRB5,HLA-DOA,HLA-DMA,HLA-DRA,HLA-E,HLA-F,HLA-A,HLA-DPB1,HLA-DPA1,HLA-DMB"
"1981","C4A-positive",1,TRUE,0.0297,63,849,17,0.02,0.27,"KEGG:05221","keg",36,"Acute myeloid leukemia",1,"SPI1,ARAF,IKBKB,STAT5A,MYC,PIM1,BCL2A1,PML,FCGR1A,TCF7L1,RUNX1,STAT3,ITGAM,CD14,RELA,CSF1R,EIF4EBP1"
"1982","C4A-positive",1,TRUE,1.31e-06,115,849,39,0.046,0.339,"KEGG:04514","keg",15,"Cell adhesion molecules (CAMs)",1,"CD99,ITGAL,CD4,VCAN,NEO1,PTPRC,SIGLEC1,ICAM1,ITGA6,CD40,ITGB8,CD86,CD58,SDC4,CLDN10,ITGAV,ITGB1,JAM2,F11R,ITGB2,SDC2,ITGAM,HLA-DQB1,CADM1,SELL,HLA-DRB1,HLA-DQA1,SPN,MPZL1,HLA-DRB5,HLA-DOA,HLA-DMA,HLA-DRA,HLA-E,HLA-F,HLA-A,HLA-DPB1,HLA-DPA1,HLA-DMB"
"1983","C4A-positive",1,TRUE,2.65e-09,108,849,43,0.051,0.398,"KEGG:05322","keg",12,"Systemic lupus erythematosus",1,"CD40,C7,CD86,TROVE2,C3,TRIM21,H3F3B,IL10,FCGR2A,FCGR1A,HIST1H2BD,C1QC,C1R,FCGR3B,C2,C1QB,C1QA,HLA-DQB1,HIST1H2BC,C1S,HIST2H2BE,HLA-DRB1,HLA-DQA1,HIST1H2AG,HIST1H3J,HIST1H3D,HLA-DRB5,FCGR3A,HIST2H2BF,HLA-DOA,HLA-DMA,HLA-DRA,HLA-DPB1,C4B,HLA-DPA1,HLA-DMB,C4A,H2AFJ,HIST2H2AA4,HIST1H2AJ,HIST1H2AL,HIST1H2BF,HIST1H3H"
"1984","C4A-positive",1,TRUE,9.3e-06,71,849,27,0.032,0.38,"KEGG:05323","keg",144,"Rheumatoid arthritis",1,"ITGAL,ICAM1,TGFB2,FLT1,TGFB1,CCL2,TCIRG1,ATP6V0E1,CD86,TGFB3,IL1B,TLR2,IL18,ANGPT1,ITGB2,TNFSF13,HLA-DQB1,CSF1,HLA-DRB1,HLA-DQA1,HLA-DRB5,HLA-DOA,HLA-DMA,HLA-DRA,HLA-DPB1,HLA-DPA1,HLA-DMB"
"1985","C4A-positive",1,TRUE,0.00499,76,849,22,0.026,0.289,"KEGG:04350","keg",105,"TGF-beta signaling pathway",1,"LTBP1,ROCK1,RBL1,TGFB2,BAMBI,BMP7,TGFB1,TGFBR1,BMPR1A,SMURF2,ID3,TGFB3,SMAD9,MYC,SMAD6,BMPR1B,INHBB,TGFBR2,SMAD1,ID4,TGIF1,SP1"
"1986","C4A-positive",1,TRUE,0.00163,84,849,25,0.029,0.298,"KEGG:04064","keg",78,"NF-kappa B signaling pathway",1,"CFLAR,BTK,TAB2,TNFRSF1A,NFKB2,ICAM1,BLNK,GADD45B,NFKBIA,CD40,IKBKB,DDX58,LTBR,IL1R1,TNFAIP3,IL1B,RIPK1,BCL2A1,SYK,CD14,MYD88,RELA,PLCG2,IRAK4,LYN"
"1987","C4A-positive",1,TRUE,0.000907,95,849,28,0.033,0.295,"KEGG:04933","keg",251,"AGE-RAGE signaling pathway in diabetic complications",1,"MMP2,ICAM1,TGFB2,TGFB1,TGFBR1,CCL2,F3,TGFB3,IL1B,STAT5A,NFATC1,COL4A2,CDK4,PIM1,PLCB2,PLCE1,PLCB3,FOXO1,PLCD3,TGFBR2,NOS3,CYBB,STAT3,RELA,PLCD1,COL4A1,COL4A6,PLCG2"
"1988","C4A-positive",1,TRUE,0.00526,67,849,20,0.024,0.299,"KEGG:04662","keg",218,"B cell receptor signaling pathway",1,"BTK,DAPP1,BLNK,NFKBIA,NFATC2,IKBKB,CD81,PTPN6,RAC2,NFATC1,VAV1,PIK3AP1,SYK,INPPL1,INPP5D,RELA,IFITM1,PLCG2,LILRB3,LYN"
"1989","C4A-positive",1,TRUE,0.00304,165,849,40,0.047,0.242,"KEGG:05167","keg",60,"Kaposi sarcoma-associated herpesvirus infection",1,"CASP8,TNFRSF1A,ICAM1,ANGPT2,ITPR3,HIF1A,NFKBIA,NFATC2,HCK,IKBKB,CLEC2B,CD86,ITPR2,PREX1,CDKN1A,C3,ZFP36,NFATC1,IL6ST,CDK4,MYC,FGF2,TP53,CCR5,MAPKAPK2,CCR1,TLR3,SYK,STAT3,GNG12,RELA,GNG5,IRF7,PLCG2,HLA-E,HLA-F,HLA-A,IRF9,LYN,IKBKE"
"1990","C4A-positive",1,TRUE,0.00147,74,849,23,0.027,0.311,"KEGG:04512","keg",49,"ECM-receptor interaction",1,"CD44,TNC,ITGB5,ITGA6,LAMA1,ITGB8,VWF,SPP1,SDC4,ITGB4,COL4A2,ITGA7,LAMC1,ITGAV,HSPG2,ITGB1,ITGA5,LAMB2,DAG1,THBS2,COL4A1,COL4A6,ITGB3"
"1991","C4A-positive",1,TRUE,0.000219,111,849,33,0.039,0.297,"KEGG:04611","keg",193,"Platelet activation",1,"BTK,FYN,TBXAS1,GNAI3,MYLK,ROCK1,APBB1IP,SNAP23,ITPR3,MYL12A,VWF,GNAI2,VAMP8,GNA13,ITPR2,VASP,RAP1B,TLN1,PLCB2,FCGR2A,FERMT3,PLCB3,ITGB1,ADCY8,FCER1G,NOS3,SYK,P2RY1,PRKG1,PLCG2,LYN,ITGB3,ORAI1"
"1992","C4A-positive",1,TRUE,3.49e-06,180,849,52,0.061,0.289,"KEGG:04060","keg",255,"Cytokine-cytokine receptor interaction",1,"CD4,TNFRSF1B,IL17RB,TNFRSF1A,IL4R,TGFB2,CSF2RB,CD40,BMP7,IL21R,TNFRSF10A,TGFB1,TGFBR1,BMPR1A,CCL2,LTBR,LIFR,IL1R2,IL1R1,IL1RL1,IL18R1,IL18RAP,CSF3R,TGFB3,TNFRSF10B,IL1B,IL13RA1,IL6ST,IL10,IL33,IL11RA,BMPR1B,ACVRL1,ACKR3,OSMR,IL18,IL6R,CCR5,CXCL16,TNFSF13,INHBB,TGFBR2,CCR1,TNFRSF11B,CX3CR1,CXCL10,TNFRSF10C,IL17RA,CSF1R,CSF1,TNFRSF6B,IL10RB"
"1993","C4A-positive",1,TRUE,0.00761,196,849,44,0.052,0.224,"KEGG:04810","keg",199,"Regulation of actin cytoskeleton",1,"ITGAL,SCIN,WAS,MYLK,FGFR2,ROCK1,ARAF,ITGB5,PXN,ITGA6,EZR,MYH9,MYL12A,ITGB8,PFN1,GNA13,NCKAP1L,FGD3,RAC2,ARHGEF6,ARPC1B,ITGB4,ITGA7,ITGAV,FGF2,IQGAP1,VAV1,GNA12,MSN,LPAR4,GSN,ITGB1,ENAH,WASF2,ITGB2,ITGA5,ITGAM,GNG12,PAK2,LIMK2,SPATA13,LPAR5,ITGB3,CYFIP1"
"1994","C4A-positive",1,TRUE,0.00275,127,849,33,0.039,0.26,"KEGG:04210","keg",174,"Apoptosis",1,"CFLAR,CASP8,TNFRSF1A,ITPR3,GADD45B,CSF2RB,NFKBIA,CTSZ,PARP4,CTSH,IKBKB,TNFRSF10A,CTSC,LMNB1,GADD45A,TNFRSF10B,ITPR2,RIPK1,CASP6,BCL2A1,TP53,MCL1,LMNA,CAPN2,CTSS,PTPN13,CASP7,TUBA1C,RELA,ERN1,PRF1,MAP3K5,CTSO"
"1995","C4A-positive",1,TRUE,0.000596,236,849,56,0.066,0.237,"KEGG:05166","keg",242,"Human T-cell leukemia virus 1 infection",1,"ITGAL,POLD1,SPI1,TNFRSF1A,TCF3,NFKB2,ICAM1,TGFB2,TSPO,NFKBIA,CD40,NFATC2,IKBKB,TGFB1,JAK3,POLD2,TGFBR1,LTBR,KAT2B,IL1R2,IL1R1,SLC2A1,TGFB3,MSX2,CDKN2C,CDKN1A,STAT5A,ZFP36,NFATC1,CDK4,MYC,TLN1,TP53,ADCY8,BUB1B,ITGB2,FZD5,TGFBR2,TP53INP1,RELA,FZD4,CALR,HLA-DQB1,FZD2,HLA-DRB1,HLA-DQA1,HLA-DRB5,HLA-DOA,HLA-DMA,HLA-DRA,HLA-E,HLA-F,HLA-A,HLA-DPB1,HLA-DPA1,HLA-DMB"
"1996","C4A-positive",1,TRUE,0.0435,36,849,11,0.013,0.306,"KEGG:00260","keg",79,"Glycine, serine and threonine metabolism",1,"CHDH,MAOB,PHGDH,PSAT1,SDS,ALAS2,CBS,ALDH7A1,GATM,SHMT1,MAOA"
"1997","C4A-positive",1,TRUE,3.68e-07,101,849,37,0.044,0.366,"KEGG:05145","keg",146,"Toxoplasmosis",1,"ALOX5,TAB2,CASP8,GNAI3,TNFRSF1A,ITGA6,TGFB2,NFKBIA,CD40,LAMA1,IKBKB,TGFB1,PPIF,GNAI2,TGFB3,LAMC1,IL10,TLR2,ITGB1,CCR5,STAT3,LAMB2,MYD88,RELA,HLA-DQB1,CIITA,HLA-DRB1,HLA-DQA1,IRAK4,HLA-DRB5,HLA-DOA,HLA-DMA,HLA-DRA,HLA-DPB1,HLA-DPA1,HLA-DMB,IL10RB"
"1998","C4A-positive",1,TRUE,0.000413,144,849,39,0.046,0.271,"KEGG:05164","keg",246,"Influenza A",1,"TNFRSF1A,MAVS,ICAM1,NFKBIA,PYCARD,IKBKB,TNFRSF10A,DDX58,CCL2,OAS3,OAS2,IFIH1,TNFRSF10B,IL1B,IL33,CASP1,PML,IL18,TLR3,CXCL10,MYD88,RELA,HLA-DQB1,CIITA,SOCS3,IRF7,HLA-DRB1,TLR7,HLA-DQA1,IRAK4,HLA-DRB5,HLA-DOA,HLA-DMA,HLA-DRA,IRF9,HLA-DPB1,HLA-DPA1,HLA-DMB,IKBKE"
"1999","C4A-positive",1,TRUE,0.0365,96,849,23,0.027,0.24,"KEGG:04650","keg",25,"Natural killer cell mediated cytotoxicity",1,"ITGAL,FYN,TYROBP,ARAF,SH3BP2,ICAM1,NFATC2,TNFRSF10A,PTPN6,TNFRSF10B,HCST,RAC2,NFATC1,VAV1,FCER1G,ITGB2,FCGR3B,SYK,PRF1,PLCG2,FCGR3A,HLA-E,HLA-A"
"2000","C4A-positive",1,TRUE,4.64e-09,48,849,26,0.031,0.542,"KEGG:05321","keg",131,"Inflammatory bowel disease (IBD)",1,"IL4R,TGFB2,IL21R,TGFB1,IL18R1,IL18RAP,TGFB3,IL1B,NFATC1,IL10,TLR2,IL18,NOD2,STAT3,RELA,HLA-DQB1,TLR5,HLA-DRB1,HLA-DQA1,HLA-DRB5,HLA-DOA,HLA-DMA,HLA-DRA,HLA-DPB1,HLA-DPA1,HLA-DMB"
"2001","C4A-positive",1,TRUE,0.014,44,849,14,0.016,0.318,"KEGG:00330","keg",90,"Arginine and proline metabolism",1,"LAP3,MAOB,SMOX,PRODH,ALDH2,P4HA1,CKMT2,ALDH9A1,ALDH4A1,NOS3,ALDH7A1,GATM,MAOA,HOGA1"
"2002","C4A-positive",1,TRUE,0.00831,186,849,42,0.049,0.226,"KEGG:05205","keg",138,"Proteoglycans in cancer",1,"PLAUR,HGF,CD44,ROCK1,ARAF,ITGB5,MMP2,PXN,EZR,TGFB2,ITPR3,TIMP3,HIF1A,TGFB1,CAV2,PTPN6,ITPR2,SDC4,CDKN1A,FLNC,SMO,MYC,TLR2,PLCE1,ITGAV,FGF2,IQGAP1,TP53,ERBB2,HSPG2,MSN,ITGB1,ITGA5,FZD5,STAT3,SDC2,FZD4,FZD2,HCLS1,FLNA,PLCG2,ITGB3"
"2003","C4A-positive",1,TRUE,0.012,201,849,44,0.052,0.219,"KEGG:05163","keg",188,"Human cytomegalovirus infection",1,"CASP8,GNAI3,TNFRSF1A,ROCK1,PXN,ITPR3,NFKBIA,NFATC2,IKBKB,CCL2,GNAI2,IL1R1,GNA13,ITPR2,CDKN1A,IL1B,RAC2,NFATC1,CDK4,MYC,RIPK1,PLCB2,ITGAV,TP53,GNA12,PLCB3,ADCY8,IL6R,CCR5,CCR1,B2M,TAP1,STAT3,GNG12,RELA,GNG5,CALR,SP1,EIF4EBP1,HLA-E,HLA-F,HLA-A,IL10RB,ITGB3"
"2004","C4A-positive",1,TRUE,1.67e-08,24,849,17,0.02,0.708,"KEGG:05330","keg",70,"Allograft rejection",1,"CD40,CD86,IL10,HLA-DQB1,PRF1,HLA-DRB1,HLA-DQA1,HLA-DRB5,HLA-DOA,HLA-DMA,HLA-DRA,HLA-E,HLA-F,HLA-A,HLA-DPB1,HLA-DPA1,HLA-DMB"
"2005","C4A-positive",1,TRUE,0.000688,98,849,29,0.034,0.296,"KEGG:04670","keg",115,"Leukocyte transendothelial migration",1,"CD99,ITGAL,CYBA,GNAI3,ROCK1,MMP2,PXN,ICAM1,EZR,NCF4,MYL12A,GNAI2,NCF2,VASP,RAP1B,RAC2,CLDN10,VAV1,MSN,ITGB1,JAM2,NCF1,F11R,ITGB2,CYBB,RHOH,ITGAM,PLCG2,SIPA1"
"2006","C4A-positive",1,TRUE,0.00831,186,849,42,0.049,0.226,"KEGG:05169","keg",243,"Epstein-Barr virus infection",1,"FGR,CD38,ITGAL,VIM,CD44,TAB2,SPI1,NEDD4,NFKB2,ICAM1,NFKBIA,CD40,IKBKB,JAK3,HSPB1,DDX58,HDAC1,CD58,TNFAIP3,CDK2,CDKN1A,IL10,MYC,RIPK1,TP53,SYK,STAT3,RELA,HLA-DQB1,HLA-DRB1,HLA-DQA1,SPN,PLCG2,HLA-DRB5,HLA-DRA,HLA-E,HLA-F,HLA-A,HLA-DPB1,HLA-DPA1,IL10RB,LYN"
"2007","C4A-positive",1,TRUE,0.00275,29,849,12,0.014,0.414,"KEGG:05340","keg",19,"Primary immunodeficiency",1,"CD4,BTK,RFXANK,UNG,PTPRC,BLNK,CD40,JAK3,TAP1,CIITA,ADA,ORAI1"
"2008","C4A-positive",1,TRUE,0.000857,85,849,26,0.031,0.306,"KEGG:04666","keg",202,"Fc gamma R-mediated phagocytosis",1,"SCIN,WAS,DNM2,PTPRC,ASAP3,HCK,VASP,RAC2,PLD2,ARPC1B,DOCK2,VAV1,FCGR2A,MYO10,GSN,FCGR1A,WASF2,NCF1,SYK,INPPL1,INPP5D,MARCKSL1,LIMK2,PLCG2,FCGR3A,LYN"
"2009","C4A-positive",1,TRUE,0.0297,34,849,11,0.013,0.324,"KEGG:00380","keg",110,"Tryptophan metabolism",1,"MAOB,HADHA,IL4I1,GCDH,ALDH2,EHHADH,KYNU,CAT,ALDH9A1,ALDH7A1,MAOA"
"2010","C4A-positive",1,TRUE,0.00304,78,849,23,0.027,0.295,"KEGG:04658","keg",210,"Th1 and Th2 cell differentiation",1,"CD4,IL4R,NFKBIA,NFATC2,JAG1,IKBKB,JAK3,STAT5A,NFATC1,NOTCH2,NOTCH1,RELA,HLA-DQB1,MAML2,HLA-DRB1,HLA-DQA1,HLA-DRB5,HLA-DOA,HLA-DMA,HLA-DRA,HLA-DPB1,HLA-DPA1,HLA-DMB"
"2011","C4A-positive",1,TRUE,3.28e-07,50,849,24,0.028,0.48,"KEGG:05416","keg",119,"Viral myocarditis",1,"ITGAL,FYN,CASP8,ICAM1,CD40,CD86,RAC2,ITGB2,SGCD,DAG1,HLA-DQB1,PRF1,HLA-DRB1,HLA-DQA1,HLA-DRB5,HLA-DOA,HLA-DMA,HLA-DRA,HLA-E,HLA-F,HLA-A,HLA-DPB1,HLA-DPA1,HLA-DMB"
"2012","C4A-positive",1,TRUE,1.31e-06,69,849,28,0.033,0.406,"KEGG:05133","keg",11,"Pertussis",1,"GNAI3,PYCARD,NOD1,GNAI2,IRF1,IL1B,C3,IL10,CASP1,IRF8,SERPING1,ITGB1,C1QC,C1R,ITGB2,ITGA5,CASP7,C2,ITGAM,CD14,MYD88,RELA,C1QB,C1QA,C1S,IRAK4,C4B,C4A"
"2013","C4A-positive",1,TRUE,0.0286,126,849,29,0.034,0.23,"KEGG:05418","keg",169,"Fluid shear stress and atherosclerosis",1,"MGST1,CYBA,TNFRSF1A,GSTP1,MMP2,ICAM1,HMOX1,IKBKB,PLAT,CAV2,BMPR1A,CCL2,IL1R2,IL1R1,NFE2L2,NCF2,SDC4,IL1B,RAC2,ITGAV,BMPR1B,TP53,NCF1,NOS3,SDC2,RELA,MAP3K5,GSTM2,ITGB3"
"2014","C4A-positive",1,TRUE,0.0291,43,849,13,0.015,0.302,"KEGG:04978","keg",156,"Mineral absorption",1,"ATP1A2,CYBRD1,HEPH,HMOX1,SLC11A2,CLCN2,MT2A,ATP1B2,SLC31A1,ATP7A,MT1E,MT1X,MT1M"
"2015","C4A-positive",1,TRUE,1.23e-05,41,849,19,0.022,0.463,"KEGG:05144","keg",207,"Malaria",1,"ITGAL,HGF,ICAM1,TGFB2,CD40,TGFB1,CCL2,CD81,TGFB3,IL1B,IL10,GYPC,TLR2,IL18,ITGB2,SDC2,MYD88,THBS2,CR1"
"2016","C4A-positive",1,TRUE,0.0214,14,1141,7,0.006,0.5,"REAC:R-HSA-418038","rea",208,"Nucleotide-like (purinergic) receptors",1,"LPAR6,LPAR4,P2RY1,ADORA2B,P2RY6,P2RY2,ADORA3"
"2017","C4A-positive",1,TRUE,0.000508,31,1141,14,0.012,0.452,"REAC:R-HSA-983695","rea",127,"Antigen activates B Cell Receptor (BCR) leading to generation of second messengers",1,"BTK,FYN,DAPP1,BLNK,ITPR3,PTPN6,ITPR2,VAV1,PIK3AP1,SYK,AHCYL1,PLCG2,LYN,ORAI1"
"2018","C4A-positive",1,TRUE,0.0121,24,1141,10,0.009,0.417,"REAC:R-HSA-1606322","rea",151,"ZBP1(DAI) mediated induction of type I IFNs",1,"NFKB2,NFKBIA,IKBKB,RIPK3,RIPK1,S100B,S100A12,TLR3,MYD88,RELA"
"2019","C4A-positive",1,TRUE,0.00428,21,1141,10,0.009,0.476,"REAC:R-HSA-1810476","rea",151,"RIP-mediated NFkB activation via ZBP1",2,"NFKB2,NFKBIA,IKBKB,RIPK3,RIPK1,S100B,S100A12,TLR3,MYD88,RELA"
"2020","C4A-positive",1,TRUE,0.00771,4,1141,4,0.004,1,"REAC:R-HSA-8941333","rea",228,"RUNX2 regulates genes involved in differentiation of myeloid cells",1,"CBFB,RUNX2,LGALS3,RUNX1"
"2021","C4A-positive",1,TRUE,0.0386,12,1141,6,0.005,0.5,"REAC:R-HSA-3134963","rea",230,"DEx/H-box helicases activate type I IFN and inflammatory cytokines production ",1,"NFKB2,S100B,S100A12,MYD88,RELA,IRF7"
"2022","C4A-positive",1,TRUE,6.89e-05,17,1141,11,0.01,0.647,"REAC:R-HSA-202427","rea",113,"Phosphorylation of CD3 and TCR zeta chains",1,"CD4,PAG1,PTPRC,PTPN22,HLA-DQB1,HLA-DRB1,HLA-DQA1,HLA-DRB5,HLA-DRA,HLA-DPB1,HLA-DPA1"
"2023","C4A-positive",1,TRUE,0.0361,37,1141,12,0.011,0.324,"REAC:R-HSA-2173782","rea",225,"Binding and Uptake of Ligands by Scavenger Receptors",1,"STAB1,MSR1,SCARB1,APOL1,SPARC,MASP1,APOE,COL4A2,COLEC12,CD163,CALR,COL4A1"
"2024","C4A-positive",1,TRUE,0.0161,72,1141,20,0.018,0.278,"REAC:R-HSA-3781865","rea",160,"Diseases of glycosylation",1,"VCAN,GPC4,SDC4,BCAN,NOTCH2,HSPG2,ADAMTSL4,NOTCH1,ADAMTSL3,ACAN,ADAMTS9,SBSPON,SDC2,DAG1,CSPG4,GPC5,BGN,MUC1,THBS2,SPON1"
"2025","C4A-positive",1,TRUE,0.0164,25,1141,10,0.009,0.4,"REAC:R-HSA-3560782","rea",160,"Diseases associated with glycosaminoglycan metabolism",2,"VCAN,GPC4,SDC4,BCAN,HSPG2,ACAN,SDC2,CSPG4,GPC5,BGN"
"2026","C4A-positive",1,TRUE,0.00771,19,1141,9,0.008,0.474,"REAC:R-HSA-4420332","rea",160,"Defective B3GALT6 causes EDSP2 and SEMDJL1",3,"VCAN,GPC4,SDC4,BCAN,HSPG2,SDC2,CSPG4,GPC5,BGN"
"2027","C4A-positive",1,TRUE,0.00771,19,1141,9,0.008,0.474,"REAC:R-HSA-3560783","rea",160,"Defective B4GALT7 causes EDS, progeroid type",3,"VCAN,GPC4,SDC4,BCAN,HSPG2,SDC2,CSPG4,GPC5,BGN"
"2028","C4A-positive",1,TRUE,0.00771,19,1141,9,0.008,0.474,"REAC:R-HSA-3560801","rea",160,"Defective B3GAT3 causes JDSSDHD",3,"VCAN,GPC4,SDC4,BCAN,HSPG2,SDC2,CSPG4,GPC5,BGN"
"2029","C4A-positive",1,TRUE,8.61e-09,525,1141,121,0.106,0.23,"REAC:R-HSA-109582","rea",213,"Hemostasis",1,"FGR,CD99,ITGAL,CD9,FYN,PLAUR,CD74,HGF,CD44,HMG20B,GNAI3,CD84,WDR1,MRVI1,STXBP2,APBB1IP,RCOR1,ITGA6,ANGPT2,TGFB2,ITPR3,TIMP3,PROCR,TIMP1,SYTL4,PLAT,TNFRSF10A,TGFB1,DOCK8,PFN1,LGALS3BP,VWF,PTPN6,SPARC,GNAI2,PLEK,HDAC1,DOCK7,CD58,F3,TGFB3,GNA13,CLU,TNFRSF10B,SRGN,ITPR2,CDK2,NFE2,SDC4,F13A1,SERPINB6,ABCC4,KIF25,IRF1,RAP1B,RAC2,ATP1B2,H3F3B,DOCK2,SERPINE2,GYPC,TLN1,PRCP,ITGAV,MMRN1,TP53,SLC16A3,VAV1,RHOB,LHFPL2,KCNMB1,GNA12,SERPING1,FERMT3,ITGB1,SLC7A11,MERTK,ANGPT1,JAM2,SLC7A7,CD109,TAGLN2,F11R,FCER1G,ITGB2,ITGA5,PDPN,ANXA5,NOS3,SYK,WEE1,INPP5D,SDC2,P2RY1,ITGAM,GNG12,GNG5,YES1,RAD51B,ANXA2,PROS1,IRF7,PRKG1,SELL,SERPINA5,SERPINA3,PTPN1,FLNA,HIST1H3J,SERPINA1,HIST1H3D,SPN,S100A10,PLCG2,TOR4A,CD177,KIFC1,LYN,ITGB3,ORAI1,HIST1H3H"
"2030","C4A-positive",1,TRUE,0.0386,12,1141,6,0.005,0.5,"REAC:R-HSA-75205","rea",213,"Dissolution of Fibrin Clot",2,"PLAUR,PLAT,SERPINB6,SERPINE2,ANXA2,S100A10"
"2031","C4A-positive",1,TRUE,1.81e-07,110,1141,39,0.034,0.355,"REAC:R-HSA-202733","rea",213,"Cell surface interactions at the vascular wall",2,"CD99,ITGAL,FYN,CD74,CD44,CD84,ITGA6,ANGPT2,PROCR,TNFRSF10A,TGFB1,PTPN6,CD58,TNFRSF10B,SDC4,ATP1B2,GYPC,ITGAV,SLC16A3,ITGB1,SLC7A11,MERTK,ANGPT1,JAM2,SLC7A7,F11R,FCER1G,ITGB2,ITGA5,INPP5D,SDC2,ITGAM,YES1,PROS1,SELL,SPN,CD177,LYN,ITGB3"
"2032","C4A-positive",1,TRUE,0.00428,11,1141,7,0.006,0.636,"REAC:R-HSA-210990","rea",213,"PECAM1 interactions",3,"FYN,PTPN6,ITGAV,INPP5D,YES1,LYN,ITGB3"
